name,category,icon,downloads,updateDate,description
Halloween Vampire Dentist,Game,https://lh3.ggpht.com/3G4YB2uGCdg0NqvV6rhS3GTJeTuZBNjNjMXFgfSP98Otvd7TDUGTr8lSNK7v5M9m8Q=w300,"1,000 - 5,000","November 1, 2013","A memorable treat for a memorable Halloween!Your Doctor, Your Vampire's Cure!Everyone loves Halloween, but what should you do when the vampires teeth are not feeling well? Let the doctor dentist take care of the vampires, and let them get recover quickly.Halloween Vampire Dentist: A role playing fun game which enables kids to perform diagnosis like doctor dentist. Simulate all the tasks performed in haunted Halloween monster dentist office.This is all about being a Monster Doctor Dentist by specializing in the diagnosis, prevention and treatment of oral diseases.Halloween Vampire Dentist is a fun filled doctor dentist game which will involve you like never before. Check problems of monster patients and fix them. From applying filling to fixing teeth, now you are the doctor and you decide how to give treatment. Play in a wonderful story where you are the doctor with a cute nurse and you have to take care of monster's oral health.Let Your intelligent kids perform their dream job of being a Doctor dentist. This informative and addicting Game will let them play in a Doctor dentist role and check the teeth with dentist toolsFEATURESUnderstand vampire's problemsfix teeth of various monsters: baby vampire, zombie, witch and many morePerform Oral Checkup8 various problems to fixand much more!"
Kizi,Game,https://lh4.ggpht.com/MJEqkFn1NwYd93m0EKta03mhgjSNerNrcVeQ3Xd7OSJ16EohbYqvW607Cl0yiRhC-Og=w300,"5,000 - 10,000","November 3, 2013",Help Kizi find the best games for you!* Kizi recommends games based on YOUR taste!* Only the TOP games on the Play Store will show up on Kizi.* Easily launch games through the Kizi app.Version 1.0.3:Fixed resolution issues & crashes
2014 deer hunting,Game,https://lh5.ggpht.com/kKBj3lm7xs7CMW1BNe0NQWgahcZBFt-EYNvOtRwMyIb1k9HcOSFhlcJBNWm636NN59eq=w300,"1,000 - 5,000","October 31, 2013","Welcome to deer hunting season!! It's finally HERE! Get your fingers and guns ready as all the hunters are preparing for this hunt season 2014. Visually awesome pictures of deer hunt game on Android! DOWNLOAD 2014 DEER HUNTING NOW. 2014 DEER HUNTING is easy and yet fun to play when you are bored with your other deer hunting games!There are 2 Games!Game 1: Puzzle Game. Swift each block to the correct place! Discover the best picture of deer by completing the puzzle game!Game 2: Block Game. Change the block to fit each other! Take the hunt to the next level! - Now open 100 more level!Other features:You can pause the game and resume later.We have put the best collection of 2014 DEER HUNTING together!2014 DEER HUNTING, the best game in Android! New addictive and full of excitement game app!Get the game, join the fun - IT'S FREE!DISCLAIMER: Every effort has been done to only use pictures / images from Public Domain or purchased online. If at all reason, there are pictures / images deemed copyright, please email directly to the publisher so that the pictures will be taken out. All names, trademarks and images are copyright their respective owners. The use of any names, copyrights, trademarks or photos have been used for Descriptive Purposes only and not to show endorsement or permission to use. This is completely unofficial, and created for fans.This app made by fans for fans, and it's for entertainment and personal purposes only.#####DOWNLOAD 2014 DEER HUNTING FREE GAME ONLINE NOW ######"
Monster Mash Saga,Game,https://lh3.ggpht.com/m81_ojmMoLAJWSvunk5UeTCrDJ7d2lTxbg_iwOoALjIQwThKG1-Qqc3rDspVeSTVMt0=w300,"1,000 - 5,000","October 29, 2013","We Need You! Ghosts, Zombies, Devils, Mummies and Vampires are taking over. Urgent help required to keep the monster numbers this halloween under control! To do your bit and join the Monster Mash Saga team simply swipe to connect monsters of the same color to eliminate them and make the world a safer place!Work your way through the increasingly difficult levels to mash those monsters, clear up green slime or rescue the trick or treat candy within the time or moves limits set.Think you're up to the challenge? Show us what you got and become the number one Monster Masher!Key features:- A free fun, addictive game- Simple swipe motion, match three gameplay- Colourful and quirky design- A variety of level mechanics to keep you on your toesKeywords: Halloween, crush, monsters, swipe, candy, free, fun, addictive, addicting, match, match three, mash, candy, trick or treat, happy halloween, ghost, zombie, devil, mummy, vampire, saga"
Minecraft Crafting World Guide,Game,https://lh5.ggpht.com/2ED5rZ4p4kc5PJQyMCZYqTuCXpjjb7NoXaFi7mcSvbYx4HWYHRGF9A42eiT7OPiFlMSJ=w300,"10,000 - 50,000","November 1, 2013","This app is a must-have guide for Minecraft players.This app gives you full crafting recipes and help you craft items and blocks in the game. The app also includes the data values of blocks and items which are specially made for sever players and hackers. There are links of video tutorials such as ""how to build TNT cannon"", ""how to build secret tree entrance"" and more.Features: 1. Full crafting recipes2. Data values of blocks and items in the game3. Video tutorials4. Seeds5. Game information and tutorials(Achievements, Biomes etc.)demo6. And more coming!"
HELLO HERO™,Game,https://lh6.ggpht.com/kp00T_MJ7yPyAjvqP2scL8zMP5EugxXUKVzOzxWsiL092eOZkPvq4O5up3MG1ArxBtw=w300,"10,000 - 50,000","November 1, 2013","In Hello Hero, the epic, fast-paced, social Role Playing Game, assemble the ultimate team of unlikely heroes ranging from the traditional (a knight in shining armor) to the inexplicable (a guitar-wielding cactus that heals with the soothing sounds of his music) to earn rewards, compete with friends and battle with bosses to defeat the diabolical force and save the galaxy!An evil and powerful entity threatens to destroy the entire galaxy. It is up to you to leave your home planet and travel to fantastic new worlds - building strength and choosing an army of weird and wonderful allies. Key Features:•	FREE TO PLAY!•	Hundreds of Playable Heroes•	Stunning 3D Graphics•	Battle in Epic Game Modes (including Mission, Dungeon, PvP Battles and Arena modes)•	Journey through Stunning and Diverse Environments•	Hundreds of Items to Upgrade and Customize your Characters•	Challenge FriendsPLEASE NOTE! HELLO HERO™ is completely free to play, however some game items can also be purchased for real money. If you don't want to use this feature, please disable in-app purchases in your device's option settings."
Juegos de Futbol,Game,https://lh5.ggpht.com/UyH6Ij7HbyLVtecLbpwg8AyrhjHqo7yFalmnd6f15ZSsGX-9D5weQWaHiCRE5WLyYgg=w300,"5,000 - 10,000","November 1, 2013","Juegos de fútbol gratis para tu celular! Vamos a entrenar para la Copa Mundial de fútbol 2014 de la FIFA en Brasil. Tienes que superar todos los desafíos que se te plantean en estos juegos para estar a la altura de jugadores como  Messi, Cannavaro, Tevez, Beckham, Ronaldo, Kaka, Ronaldinho, Forlán. Preparado? Listo? Yaaa!!!Para tu entrenamiento debes realizar prácticas de tiro libre, penales, marcación, goles de cabeza y jugar partidos con tu selección. Aquí puedes entrenarte y diseñar tus mejores tácticas y estrategias.Esta aplicación futbolera funciona en android y ya está disponible para móviles, celulares, teléfonos y tabletas.Únete a nosotros y entrenate para el mundial."
Slot - Pharaoh's Legend,Game,https://lh5.ggpht.com/s01PGNt7BSGW8iHkbBi9y8H_0QA-E_b0tC05GLtrR2HLRlLHJB98Q3aq2MhQvXhJJQ=w300,"1,000 - 5,000","October 24, 2013",Enjoy the thrill of winning Pharaoh's mystic and countless treasures! Have fun with this unique pharaoh style slots instantly just like in Vegas! Slots - Pharaoh's Legend bring you the legend and treasure from the mystery ancient Pharaoh! Enjoy the endless fun from this amazing slot machine! You can also compete for the great jackpot with players all over the world! • Amazing graphics and Pharaoh's theme• Free spin mode• Cool win animations • Exciting and fun bonus game • Play exciting mini-game to double the win • Lucky mode to compete with players around the world for big jackpot Get it now for FREE! Today is your lucky day! Bingo! Get a big win today! Best casino slots machine games! This game is intended for those 21 or above for entertainment only.
Ultra Guide 4 Grand Theft Auto,Game,https://lh3.ggpht.com/A3oMa_NgO3iIKXqW5Qp4EUZJ-4H_MZ8YrJvY45RJR7OWwgYzRWBoUCnG9GqsePoHn2A=w300,"1,000 - 5,000","October 26, 2013","Ultra Guide for Grand Theft AutoFeaturing: GTA 5 Cheats for the PS3 and XBOX 360.The ULTIMATE GTA Guide! Perfect for GTA5 on Xbox, PS3, and PC! Step your GTA V gameplay up with this GTA 5 Cheats app!Featuring Cheat Codes for: Grand Theft Auto V - PS3/360 • Grand Theft Auto: Chinatown Wars - DS/PSP/iOS • GTA IV: The Ballad of Gay Tony - PS3/360/PC • GTA IV: The Lost and Damned - PS3/360/PC • Grand Theft Auto IV - PS3/360/PC • Grand Theft Auto: Vice City Stories - PSP/PS2 • Grand Theft Auto: Liberty City Stories - PSP/PS2 • Grand Theft Auto Advance - GBA • Grand Theft Auto: San Andreas - PS2/PC/Xbox • Grand Theft Auto: Vice City - PS2/PC/Xbox • Grand Theft Auto III - PS2/PC/Xbox • Grand Theft Auto 2 - PC/PS1/DC/GBC • Grand Theft Auto: London 1969 - PC/PS1 • Grand Theft Auto - PC/PS1/GBCAlso includes videos for Easter Eggs, Strategy, Hidden Objects, and much more!Want to find the UFO in GTA V? Find out how in this app!Want to get quick easy access to Planes & Tanks in GTA 5? Yup, we got that too!How about finding BIG FOOT in Grand Theft Auto 5? Easy peasy with this app. ALL FREE!Get 100% GOLD On every mission with the help of this.Frequently updated including cheats for: Invincibility, Health and Armor, Flaming Bullets, Weapons and Ammo Cheats!Whether you're on a phone or tablet this is the perfect GTA reference app for all your needs.Any time there are new cheats discovered - we add them first! Whether you're looking for cheats or chats - we got it all.TABLET OPTIMIZED!This game offers tablet-optimized UI and great features for tablet users!Disclaimer: This application is an UNOFFICIAL Guide to the Grand Theft Auto series. It is intended for entertainment purposes only. This application is the sole creation and responsibility of the developer. The developer is not endorsed by or affiliated with Rockstar Games or Take 2 Interactive Software, Inc. Neither has anyone else authorized, sponsored or sanctioned this unofficial guide. All characters and their names, places, events and all other aspects concerning the Grand Theft Auto series are the property of their respective owners. All trademark and copyright concerning the Grand Theft Auto series are the property of their respective owners. We make no claim to and do not have any rights to any of the foregoing. Images in this application are used only to convey what the application is about. Please contact Info@SocialZoid.com with any copyright/trademark concerns."
Wordle Free,Game,https://lh4.ggpht.com/IMtTFKDDQNnSAxlH4ubtgHjYKzvlC4kjdFOoaSBnpQT4uFr6KehvAblUh4Qb9RFQBX8=w300,"1,000 - 5,000","October 31, 2013","Wordle is a beautiful word search highscores game with new game mechanics and addicting gameplay!Tap on the letters to create a word, every word found will unlock new letters. Get the combo points for creating a words from the same letter colors (if the color of the selected letter is the same as the color of the first letter in your word). Press the green arrow in the bottom right corner to submit your score!* addicting gameplay* 4 game sizes* global leaderboards* thousands of words* great fun for the whole family"
Extreme Racing,Game,https://lh3.ggpht.com/PXfJlVpoSFQ_froQY5pLZEwyI1dy6XQrBFTlHHocHG3o9GGyE6FotoaFmpmynFN1OoA=w300,"10,000 - 50,000","October 28, 2013","Race your bike, truck, quad or skateboard over hills and obstacles and finish each level without falling!The objective of this game is to survive through the tracks while maintaining the fastest times possible. Try to maintain speed, while carefully maneuvering your vehicles. Try to do as many backflips as you can for more points and to activate the booster!Race through a variety of dangers and pitfalls, make crazy jumps and collect jewels.You can commit your score and compare with other players all over the world!Tags: mxmayhem mx mayhem motorcycle motorbike motorcross motorsport dirtbike bike cycle racing action physics ragdoll rider crazy racing moto ATV"
Pony Land,Game,https://lh5.ggpht.com/2tOPWerIe5qY3D1eCmBAzqXKBqyCaq6WD1hzSzQW9nSxpTmV62vUPAwRGd5o9VrJKA=w300,"10,000 - 50,000","November 2, 2013","Discover magic world of Ponies. Take care of your cute pet ponies - feed them, play with them. Decorate corrals and create fun environment for your little ones. Mate different pony species and get new breeds. Breed Zebra, Unicorn and Rainbow Ponies.Dress up your ponies with rich collection of hats, scarfs, shoes and cool glasses.Visit your friends and help to take care of their corrals. Leave gifts for them and accept gifts from them. Complete goals to get great prizes and to advance in game."
Penguin Diner,Game,https://lh4.ggpht.com/7O1VFSuEFU-HGAN-Xg-uGFGeAbE9IoBcLsitHY4gRKC6tNpcsStXvQnnu7J0eYEEf_o=w300,"10,000 - 50,000","October 12, 2013","After her overseas Acrtic trip Penny returns to Antarctica and decides to open up her own diner on home territory.Help Penny achieve her dream of owning the best diner in Antarctica!Seat your customers, take their orders, serve the food and collect money.Keywords: penguin ,cook, diner, serve, rpg, role play, cooking,social,food game, money game, adventure,restaurant"
